OID,QID,text
NEWEST_OPT_0a98_000C,NEWEST_4d19_0623,"Derrick, Chris, Kemp, Dune"
NEWEST_OPT_a503_000D,NEWEST_4d19_0623,"Cam, Landon, Michael, Finnick"
NEWEST_OPT_0a8f_000A,NEWEST_9b15_0624,Tokyo
NEWEST_OPT_67f3_000B,NEWEST_9b15_0624,Malibu
NEWEST_OPT_2645_000C,NEWEST_9b15_0624,Paris
NEWEST_OPT_59a4_000D,NEWEST_9b15_0624,London
NEWEST_OPT_bca4_000A,NEWEST_ca2b_0625,"David Hugh"
NEWEST_OPT_86fa_000B,NEWEST_ca2b_0625,"Dylan Hector"
NEWEST_OPT_7b3f_000C,NEWEST_ca2b_0625,"David Herbert"
NEWEST_OPT_f2c0_000D,NEWEST_ca2b_0625,"Denis Harold"
NEWEST_OPT_e32e_000A,NEWEST_0f3b_0626,"Herbert George"
NEWEST_OPT_f1a3_000B,NEWEST_0f3b_0626,"Hugh Gordon"
NEWEST_OPT_2ee1_000C,NEWEST_0f3b_0626,"Hector George"
NEWEST_OPT_3bbd_000D,NEWEST_0f3b_0626,"Herbert Gordon"
NEWEST_OPT_731d_000A,NEWEST_cd09_0627,"Clive Stanley"
NEWEST_OPT_5254_000B,NEWEST_cd09_0627,"Clive Staples"
NEWEST_OPT_4030_000C,NEWEST_cd09_0627,"Charles Staples"
NEWEST_OPT_c703_000D,NEWEST_cd09_0627,"Charles Stanley"
NEWEST_OPT_c81d_000A,NEWEST_fa28_0628,"Jeremy Reginald Robert"
NEWEST_OPT_0be0_000B,NEWEST_fa28_0628,"John Roderick Rupert"
NEWEST_OPT_2096_000C,NEWEST_fa28_0628,"John Ronald Reuel"
NEWEST_OPT_b670_000D,NEWEST_fa28_0628,"Joseph Rupert Ronald"
NEWEST_OPT_4e98_000A,NEWEST_27d5_0629,"Plumleigh Glossop"
NEWEST_OPT_3528_000B,NEWEST_27d5_0629,"Phineas Geoffrey"
NEWEST_OPT_5fa3_000C,NEWEST_27d5_0629,"Pelham Grenville"
NEWEST_OPT_d07e_000D,NEWEST_27d5_0629,"Percival Gideon"
NEWEST_OPT_ba96_000A,NEWEST_874f_0630,"Eric Landor"
NEWEST_OPT_4698_000B,NEWEST_874f_0630,"Ephraim Lionel"
NEWEST_OPT_ac82_000C,NEWEST_874f_0630,"Edgar Lawrence"
NEWEST_OPT_9228_000D,NEWEST_874f_0630,"Edgar Lionel"
NEWEST_OPT_c68a_000A,NEWEST_e431_0631,"Joseph Peter"
NEWEST_OPT_d095_000B,NEWEST_e431_0631,"James Patrick"
NEWEST_OPT_1f0e_000C,NEWEST_e431_0631,"John Patrick"
NEWEST_OPT_670e_000D,NEWEST_e431_0631,"Joseph Paul"
NEWEST_OPT_48f2_000A,NEWEST_5b15_0632,"Howard Phillips"
NEWEST_OPT_fcec_000B,NEWEST_5b15_0632,"Henry Philip"
NEWEST_OPT_d538_000C,NEWEST_5b15_0632,"Hector Pryce"
NEWEST_OPT_b91e_000D,NEWEST_5b15_0632,"Herbert Peter"
NEWEST_OPT_22ff_000A,NEWEST_7be5_0633,"Jerome David"
NEWEST_OPT_db68_000B,NEWEST_7be5_0633,"Joseph Daniel"
NEWEST_OPT_86d7_000C,NEWEST_7be5_0633,"Joseph David"
NEWEST_OPT_25d7_000D,NEWEST_7be5_0633,"Jacob Daniel"
NEWEST_OPT_adaa_000A,NEWEST_12d0_0634,"Edward Boston"
NEWEST_OPT_9e17_000B,NEWEST_12d0_0634,"Evan Bryce"
NEWEST_OPT_0269_000C,NEWEST_12d0_0634,"Elwyn Brooks"
NEWEST_OPT_87b1_000D,NEWEST_12d0_0634,"Eric Blair"
NEWEST_OPT_94cb_000A,NEWEST_57fd_0635,"Oliver Twist"
NEWEST_OPT_4ffa_000B,NEWEST_57fd_0635,"David Copperfield"
NEWEST_OPT_4326_000C,NEWEST_57fd_0635,"A Christmas Carol"
NEWEST_OPT_6d2c_000D,NEWEST_57fd_0635,"Hard Times"
NEWEST_OPT_6dbc_000A,NEWEST_25a3_0636,Dracula
NEWEST_OPT_086f_000B,NEWEST_25a3_0636,Faustus
NEWEST_OPT_fd0a_000C,NEWEST_25a3_0636,Manfred
NEWEST_OPT_bb67_000D,NEWEST_25a3_0636,Frankenstein
NEWEST_OPT_e428_000A,NEWEST_f166_0637,"Charing Cross Road"
NEWEST_OPT_aa83_000B,NEWEST_f166_0637,"Oxford Street"
NEWEST_OPT_066d_000C,NEWEST_f166_0637,"Downing Street"
NEWEST_OPT_b139_000D,NEWEST_f166_0637,"Baker Street"
NEWEST_OPT_7103_000A,NEWEST_b411_0638,"A Portrait of the Artist as a Young Man"
NEWEST_OPT_9e94_000B,NEWEST_b411_0638,"The Picture of Dorian Gray"
NEWEST_OPT_bbb2_000C,NEWEST_b411_0638,Ulysses
NEWEST_OPT_9511_000D,NEWEST_b411_0638,"Vanity Fair"
NEWEST_OPT_0663_000A,NEWEST_2831_0639,"H. G. Wells"
NEWEST_OPT_ec6a_000B,NEWEST_2831_0639,"Jules Verne"
NEWEST_OPT_3c11_000C,NEWEST_2831_0639,"Joseph Conrad"
NEWEST_OPT_df87_000D,NEWEST_2831_0639,"D. H. Lawrence"
NEWEST_OPT_2fa6_000A,NEWEST_0d0f_0640,"Mrs Dalloway"
NEWEST_OPT_04e3_000B,NEWEST_0d0f_0640,"Mary Poppins"
NEWEST_OPT_5597_000C,NEWEST_0d0f_0640,Malvina
NEWEST_OPT_b07e_000D,NEWEST_0d0f_0640,"Bellatrix Lestrange"
NEWEST_OPT_d0b3_000A,NEWEST_77c0_0641,"Animal Farm"
NEWEST_OPT_92fd_000B,NEWEST_77c0_0641,"Nineteen Eighty-Four"
NEWEST_OPT_910f_000C,NEWEST_77c0_0641,"A Clockwork Orange"
NEWEST_OPT_fc17_000D,NEWEST_77c0_0641,"The Lord of the Flies"
NEWEST_OPT_23bb_000A,NEWEST_e154_0642,"Muriel Spark"
NEWEST_OPT_45c1_000B,NEWEST_e154_0642,"Virginia Woolf"
NEWEST_OPT_79f1_000C,NEWEST_e154_0642,"Emily Bronte"
NEWEST_OPT_477f_000D,NEWEST_e154_0642,"Erica Jong"
NEWEST_OPT_d173_000A,NEWEST_3f63_0643,"Rights of Man"
NEWEST_OPT_9c36_000B,NEWEST_3f63_0643,"The Satanic Verses"
NEWEST_OPT_02f1_000C,NEWEST_3f63_0643,"The Grapes of Wrath"
NEWEST_OPT_cdf2_000D,NEWEST_3f63_0643,"Lady Chatterleys Lover"
NEWEST_OPT_7aa0_000A,NEWEST_f618_0644,"Desperate Remedies"
NEWEST_OPT_2496_000B,NEWEST_f618_0644,"The Mill on the Floss"
NEWEST_OPT_391a_000C,NEWEST_f618_0644,"Vanity Fair"
NEWEST_OPT_c8b2_000D,NEWEST_f618_0644,"The Professor"
NEWEST_OPT_f0e4_000A,NEWEST_2e22_0645,"Bull Run"
NEWEST_OPT_e40f_000B,NEWEST_2e22_0645,Antietam
NEWEST_OPT_df9b_000C,NEWEST_2e22_0645,Chancellorsville
NEWEST_OPT_7d7c_000D,NEWEST_2e22_0645,"Cedar Creek"
NEWEST_OPT_24fa_000A,NEWEST_1d92_0646,"Second Bull Run"
NEWEST_OPT_a80f_000B,NEWEST_1d92_0646,Gettysburg
NEWEST_OPT_b516_000C,NEWEST_1d92_0646,Chancellorsville
NEWEST_OPT_83fc_000D,NEWEST_1d92_0646,Antietam
NEWEST_OPT_f76e_000A,NEWEST_eb57_0647,Gettysburg
NEWEST_OPT_561f_000B,NEWEST_eb57_0647,Shiloh
NEWEST_OPT_04ae_000C,NEWEST_eb57_0647,Fredericksburg
NEWEST_OPT_a07f_000D,NEWEST_eb57_0647,"Rich Mountain"
NEWEST_OPT_c0ed_000A,NEWEST_bfa5_0648,"Second Bull Run"
NEWEST_OPT_45ed_000B,NEWEST_bfa5_0648,Fredericksburg
NEWEST_OPT_992a_000C,NEWEST_bfa5_0648,"Savages Station"
NEWEST_OPT_00b6_000D,NEWEST_bfa5_0648,Antietam
NEWEST_OPT_b010_000A,NEWEST_1342_0649,False
NEWEST_OPT_476a_000B,NEWEST_1342_0649,True
NEWEST_OPT_0c43_000A,NEWEST_6b24_0650,Chancellorsville
NEWEST_OPT_bf36_000B,NEWEST_6b24_0650,Shiloh
NEWEST_OPT_b283_000C,NEWEST_6b24_0650,Antietam
NEWEST_OPT_def9_000D,NEWEST_6b24_0650,Mechanicsville
NEWEST_OPT_9784_000A,NEWEST_5c19_0651,"Fraysers Farm"
NEWEST_OPT_783d_000B,NEWEST_5c19_0651,"Gaines Mill"
NEWEST_OPT_32f0_000C,NEWEST_5c19_0651,"Malvern Hill"
NEWEST_OPT_7440_000D,NEWEST_5c19_0651,"Bunker Hill"
NEWEST_OPT_684f_000A,NEWEST_9911_0652,"Kennesaw Mountain"
NEWEST_OPT_0cc2_000B,NEWEST_9911_0652,"Spotsylvania Court House"
NEWEST_OPT_9a6f_000C,NEWEST_9911_0652,"Yellow Tavern"
NEWEST_OPT_0764_000D,NEWEST_9911_0652,Gettysburg
NEWEST_OPT_ac8e_000A,NEWEST_74e6_0653,"Yellow Tavern"
NEWEST_OPT_3a7e_000B,NEWEST_74e6_0653,"Spotsylvania Court House"
NEWEST_OPT_c148_000C,NEWEST_74e6_0653,"Trevilian Station"
NEWEST_OPT_b817_000D,NEWEST_74e6_0653,Petersburg
NEWEST_OPT_c7e4_000A,NEWEST_65e3_0654,Gettysburg
NEWEST_OPT_91a7_000B,NEWEST_65e3_0654,Fredericksburg
NEWEST_OPT_1b49_000C,NEWEST_65e3_0654,Antietam
NEWEST_OPT_8fc5_000D,NEWEST_65e3_0654,Chancellorsville
NEWEST_OPT_0214_000A,NEWEST_8214_0655,dArtagnan
NEWEST_OPT_4d0a_000B,NEWEST_8214_0655,"La Mole"
NEWEST_OPT_f4bf_000C,NEWEST_8214_0655,"Edmond Dantès"
NEWEST_OPT_7297_000D,NEWEST_8214_0655,Porthos
NEWEST_OPT_93fb_000A,NEWEST_5b9b_0656,"Ernest Hemingway"
NEWEST_OPT_4311_000B,NEWEST_5b9b_0656,"James Joyce"
NEWEST_OPT_fdb4_000C,NEWEST_5b9b_0656,"F. Scot Fitzgerald"
NEWEST_OPT_b394_000D,NEWEST_5b9b_0656,"Ezra Pound"
NEWEST_OPT_0cfe_000A,NEWEST_dfa4_0657,"A Tale of Two Cities"
NEWEST_OPT_00ff_000B,NEWEST_dfa4_0657,"Oliver Twist"
NEWEST_OPT_a297_000C,NEWEST_dfa4_0657,"Hard Times"
NEWEST_OPT_cb6a_000D,NEWEST_dfa4_0657,"The Great Expectations"
NEWEST_OPT_e402_000A,NEWEST_5e0e_0658,"Ernest Hemingway"
NEWEST_OPT_8961_000B,NEWEST_5e0e_0658,"William Burrows"
NEWEST_OPT_213c_000C,NEWEST_5e0e_0658,"William Faulkner"
NEWEST_OPT_8289_000D,NEWEST_5e0e_0658,"Henry Miller"
NEWEST_OPT_817c_000A,NEWEST_b4ca_0659,"The Man Who Laughs"
NEWEST_OPT_2452_000B,NEWEST_b4ca_0659,"The Red and the Black"
NEWEST_OPT_9ccc_000C,NEWEST_b4ca_0659,"Les Miserables"
NEWEST_OPT_d613_000D,NEWEST_b4ca_0659,"The Hunchback of Notre-Dame"
NEWEST_OPT_37d6_000A,NEWEST_8b31_0660,"Mark Twain"
NEWEST_OPT_6e8b_000B,NEWEST_8b31_0660,"Henry James"
NEWEST_OPT_6049_000C,NEWEST_8b31_0660,"John Steinbeck"
NEWEST_OPT_ad80_000D,NEWEST_8b31_0660,"Washington Irving"
NEWEST_OPT_cbc5_000A,NEWEST_a599_0661,"Madame Bovary"
NEWEST_OPT_4634_000B,NEWEST_a599_0661,"Gargantua and Pantagruel"
NEWEST_OPT_4d0c_000C,NEWEST_a599_0661,"The Man Who Laughs"
NEWEST_OPT_28bc_000D,NEWEST_a599_0661,"Le Père Goriot (Old Goriot)"
NEWEST_OPT_a56c_000A,NEWEST_a147_0662,"Queen Margot"
NEWEST_OPT_8727_000B,NEWEST_a147_0662,"Old Goriot"
NEWEST_OPT_ce2d_000C,NEWEST_a147_0662,"The Man in the Iron Mask"
NEWEST_OPT_07d1_000D,NEWEST_a147_0662,"The Red and the Black"
NEWEST_OPT_ae69_000A,NEWEST_bcaf_0663,"Of Human Bondage"
NEWEST_OPT_d32e_000B,NEWEST_bcaf_0663,"The Naked and the Dead"
NEWEST_OPT_bb9a_000C,NEWEST_bcaf_0663,"Giovannis Room"
NEWEST_OPT_2448_000D,NEWEST_bcaf_0663,"The Sun Also Rises"
NEWEST_OPT_e954_000A,NEWEST_096b_0664,"Graham Greene"
NEWEST_OPT_8b18_000B,NEWEST_096b_0664,"Salman Rushdie"
NEWEST_OPT_9a5b_000C,NEWEST_096b_0664,"George Orwell"
NEWEST_OPT_7c2c_000D,NEWEST_096b_0664,"Julian Barnes"
NEWEST_OPT_51a0_000A,NEWEST_b4a0_0665,"The Avengers"
NEWEST_OPT_ebd5_000B,NEWEST_b4a0_0665,"The Justice League of America"
NEWEST_OPT_19b3_000C,NEWEST_b4a0_0665,"The X Men"
NEWEST_OPT_d1d0_000D,NEWEST_b4a0_0665,"Challengers of the Unknown"
NEWEST_OPT_38ea_000A,NEWEST_f413_0666,Nova
NEWEST_OPT_75f7_000B,NEWEST_f413_0666,"Green Lantern"
NEWEST_OPT_6f49_000C,NEWEST_f413_0666,"Booster Gold"
NEWEST_OPT_3da4_000D,NEWEST_f413_0666,"Spider Man"
NEWEST_OPT_36de_000A,NEWEST_8efc_0667,"The Original 5 X-men"
NEWEST_OPT_91a4_000B,NEWEST_8efc_0667,"The Avengers"
NEWEST_OPT_8f94_000C,NEWEST_8efc_0667,"Young justice"
NEWEST_OPT_bfef_000D,NEWEST_8efc_0667,"The Original 5 Teen Titans"
NEWEST_OPT_377e_000A,NEWEST_7663_0668,"Fire Storm"
NEWEST_OPT_0c14_000B,NEWEST_7663_0668,Robin
NEWEST_OPT_be53_000C,NEWEST_7663_0668,"Night Trasher"
NEWEST_OPT_f129_000D,NEWEST_7663_0668,"Silver Surfer"
NEWEST_OPT_73be_000A,NEWEST_d963_0669,"Avengers Assemble"
NEWEST_OPT_8ad4_000B,NEWEST_d963_0669,"To the BatCave"
NEWEST_OPT_932a_000C,NEWEST_d963_0669,"Green Lanterns Light"
NEWEST_OPT_f5fe_000D,NEWEST_d963_0669,"This is a job for Superman"
NEWEST_OPT_68a9_000A,NEWEST_c695_0670,"Iron Man"
NEWEST_OPT_46e3_000B,NEWEST_c695_0670,Batman
NEWEST_OPT_2de6_000C,NEWEST_c695_0670,"Captain America"
NEWEST_OPT_c7e4_000D,NEWEST_c695_0670,"The Flash"
NEWEST_OPT_efdf_000A,NEWEST_1e48_0671,"The Metal Men"
NEWEST_OPT_cf96_000B,NEWEST_1e48_0671,"The original 5 Teen Titans"
NEWEST_OPT_43af_000C,NEWEST_1e48_0671,"The Squadron Supreme"
NEWEST_OPT_4e79_000D,NEWEST_1e48_0671,"The original 5 X-Men"
NEWEST_OPT_f9a2_000A,NEWEST_4ac3_0672,"Squadron Supreme"
NEWEST_OPT_d71c_000B,NEWEST_4ac3_0672,"The Teen Titans"
NEWEST_OPT_871b_000C,NEWEST_4ac3_0672,"Justice league of America"
NEWEST_OPT_14b7_000D,NEWEST_4ac3_0672,"The Avengers"
NEWEST_OPT_d438_000A,NEWEST_3865_0673,"Zen La"
NEWEST_OPT_e96c_000B,NEWEST_3865_0673,Thanagar
NEWEST_OPT_2d62_000C,NEWEST_3865_0673,Krypton
NEWEST_OPT_df19_000D,NEWEST_3865_0673,Mars
NEWEST_OPT_483b_000A,NEWEST_ea04_0674,Scottish
NEWEST_OPT_9398_000B,NEWEST_ea04_0674,Irish
NEWEST_OPT_04b0_000C,NEWEST_ea04_0674,Swedish
NEWEST_OPT_fe10_000D,NEWEST_ea04_0674,English
NEWEST_OPT_4c53_000A,NEWEST_27a1_0675,"An American Dream"
NEWEST_OPT_4b89_000B,NEWEST_27a1_0675,"The White negro"
NEWEST_OPT_b541_000C,NEWEST_27a1_0675,"Naked Lunch"
NEWEST_OPT_7754_000D,NEWEST_27a1_0675,"The Naked and the Dead"
NEWEST_OPT_1025_000A,NEWEST_eb0c_0676,"City of Dreams"
NEWEST_OPT_3070_000B,NEWEST_eb0c_0676,"American Psycho"
NEWEST_OPT_4f7d_000C,NEWEST_eb0c_0676,"The Long Day"
NEWEST_OPT_b676_000D,NEWEST_eb0c_0676,"The Rules of Attraction"
NEWEST_OPT_a541_000A,NEWEST_2794_0677,"A Clockwork Orange"
NEWEST_OPT_19c6_000B,NEWEST_2794_0677,"Slaughterhouse Five"
NEWEST_OPT_9d87_000C,NEWEST_2794_0677,"One Flew Over the Cuckoos Nest"
NEWEST_OPT_d94a_000D,NEWEST_2794_0677,"The Catcher in the Rye"
NEWEST_OPT_fb7b_000A,NEWEST_4343_0678,"Dying Inside"
NEWEST_OPT_9545_000B,NEWEST_4343_0678,"Annie on My Mind"
NEWEST_OPT_0464_000C,NEWEST_4343_0678,"The Bell Jar"
NEWEST_OPT_9db1_000D,NEWEST_4343_0678,"The Dead and the Gone"
NEWEST_OPT_a044_000A,NEWEST_2bdb_0679,"The Age of Innoncence"
NEWEST_OPT_bf83_000B,NEWEST_2bdb_0679,"The Glass Castle"
NEWEST_OPT_24a7_000C,NEWEST_2bdb_0679,"The Great Gatsby"
NEWEST_OPT_ff23_000D,NEWEST_2bdb_0679,"The Catcher in the Rye"
NEWEST_OPT_fc77_000A,NEWEST_c096_0680,"Harper Lee"
NEWEST_OPT_a32c_000B,NEWEST_c096_0680,"Edith Wharton"
NEWEST_OPT_806b_000C,NEWEST_c096_0680,"Sylvia Plath"
NEWEST_OPT_cae0_000D,NEWEST_c096_0680,"Ayn Rand"
NEWEST_OPT_88b6_000A,NEWEST_f850_0681,"Closing Time"
NEWEST_OPT_dad3_000B,NEWEST_f850_0681,"Breakfast at Tiffanys"
NEWEST_OPT_0a31_000C,NEWEST_f850_0681,"The Alienist"
NEWEST_OPT_0e4a_000D,NEWEST_f850_0681,"Motherless Brooklyn"
NEWEST_OPT_6d87_000A,NEWEST_df0e_0682,"The Winter of Our Discontent"
NEWEST_OPT_a683_000B,NEWEST_df0e_0682,"Something Happened"
NEWEST_OPT_26e3_000C,NEWEST_df0e_0682,"Closing Time"
NEWEST_OPT_7b1b_000D,NEWEST_df0e_0682,"Fahrenheit 451"
NEWEST_OPT_dbf6_000A,NEWEST_e370_0683,"Paul Auster"
NEWEST_OPT_8f08_000B,NEWEST_e370_0683,"Erica Jong"
NEWEST_OPT_1dca_000C,NEWEST_e370_0683,"Philip Roth"
NEWEST_OPT_a0b8_000D,NEWEST_e370_0683,"Adam Langer"
NEWEST_OPT_a664_000A,NEWEST_4fcf_0684,"The History of Love"
NEWEST_OPT_a819_000B,NEWEST_4fcf_0684,"Extremely Loud and Incredibly Close"
NEWEST_OPT_ef06_000C,NEWEST_4fcf_0684,Women
NEWEST_OPT_8e84_000D,NEWEST_4fcf_0684,"The Age of Innocence"
NEWEST_OPT_1ff1_000A,NEWEST_a397_0685,Audi
NEWEST_OPT_7f49_000B,NEWEST_a397_0685,Lego
NEWEST_OPT_60d8_000C,NEWEST_a397_0685,Nike
NEWEST_OPT_4405_000D,NEWEST_a397_0685,Nerf
NEWEST_OPT_e431_000A,NEWEST_3184_0686,False
NEWEST_OPT_aeaf_000B,NEWEST_3184_0686,True
NEWEST_OPT_b1f5_000A,NEWEST_4799_0687,cuica
NEWEST_OPT_8810_000B,NEWEST_4799_0687,kutiyapi
NEWEST_OPT_c934_000C,NEWEST_4799_0687,bordonua
NEWEST_OPT_2772_000D,NEWEST_4799_0687,gayageum
NEWEST_OPT_6963_000A,NEWEST_e3b4_0688,"Zachary Taylor"
NEWEST_OPT_744f_000B,NEWEST_e3b4_0688,"Grover Cleveland"
NEWEST_OPT_222e_000C,NEWEST_e3b4_0688,"Millard Fillmore"
NEWEST_OPT_19e9_000D,NEWEST_e3b4_0688,"Woodrow Wilson"
NEWEST_OPT_52fa_000A,NEWEST_c3a0_0689,True
NEWEST_OPT_acdf_000B,NEWEST_c3a0_0689,False
NEWEST_OPT_d420_000A,NEWEST_5bdb_0690,Ulysses
NEWEST_OPT_48ed_000B,NEWEST_5bdb_0690,"Angels  Demons"
NEWEST_OPT_fa6d_000C,NEWEST_5bdb_0690,"The Last of the Mohicans"
NEWEST_OPT_d533_000D,NEWEST_5bdb_0690,"The Great Gatsby"
NEWEST_OPT_5faf_000A,NEWEST_2ebb_0691,oregano
NEWEST_OPT_76e8_000B,NEWEST_2ebb_0691,paprika
NEWEST_OPT_5e68_000C,NEWEST_2ebb_0691,chive
NEWEST_OPT_f1d7_000D,NEWEST_2ebb_0691,basil
NEWEST_OPT_fac4_000A,NEWEST_fe51_0692,"just under 23 minutes"
NEWEST_OPT_f130_000B,NEWEST_fe51_0692,"10 - 12 minutes"
NEWEST_OPT_3d85_000C,NEWEST_fe51_0692,"4.3296 minutes"
NEWEST_OPT_c784_000D,NEWEST_fe51_0692,"a little over 8 minutes"
NEWEST_OPT_4cf6_000A,NEWEST_4bb5_0693,Fjaroabyggo
NEWEST_OPT_71fb_000B,NEWEST_4bb5_0693,Reykjavic
NEWEST_OPT_7f87_000C,NEWEST_4bb5_0693,Hafnarfjorour
NEWEST_OPT_99d9_000D,NEWEST_4bb5_0693,Kopavogur
NEWEST_OPT_78c3_000A,NEWEST_5622_0694,"Pepin the Short"
NEWEST_OPT_300e_000B,NEWEST_5622_0694,"Francis I"
NEWEST_OPT_621b_000C,NEWEST_5622_0694,Charlemagne
NEWEST_OPT_b92f_000D,NEWEST_5622_0694,"Louis the Pious"
NEWEST_OPT_d4e8_000A,NEWEST_a3bb_0695,"Pepin the Short"
NEWEST_OPT_7129_000B,NEWEST_a3bb_0695,"Louis the Pious"
NEWEST_OPT_1151_000C,NEWEST_a3bb_0695,"Lothair I"
NEWEST_OPT_648d_000D,NEWEST_a3bb_0695,"Philip I"
NEWEST_OPT_77ea_000A,NEWEST_cdc1_0696,"Louis Napoleon Bonaparte"
NEWEST_OPT_1aab_000B,NEWEST_cdc1_0696,"Louis XII"
NEWEST_OPT_5a7d_000C,NEWEST_cdc1_0696,"Louis XIV"
NEWEST_OPT_0d2c_000D,NEWEST_cdc1_0696,"Charles V"
NEWEST_OPT_e4f6_000A,NEWEST_6f0c_0697,Louis-Philippe
NEWEST_OPT_9321_000B,NEWEST_6f0c_0697,"Louis XV"
NEWEST_OPT_249c_000C,NEWEST_6f0c_0697,"Jean I"
NEWEST_OPT_7752_000D,NEWEST_6f0c_0697,"Louis XIV"
NEWEST_OPT_9a3d_000A,NEWEST_b052_0698,"Henry IV"
NEWEST_OPT_3ed5_000B,NEWEST_b052_0698,"Louis XIII"
NEWEST_OPT_8366_000C,NEWEST_b052_0698,"Charles VIII"
NEWEST_OPT_98c4_000D,NEWEST_b052_0698,"Philip II"
NEWEST_OPT_ab84_000A,NEWEST_2bee_0699,"Marie Antoinette"
NEWEST_OPT_6336_000B,NEWEST_2bee_0699,"Margaret of France"
NEWEST_OPT_e1eb_000C,NEWEST_2bee_0699,"Catherine de Medici"
NEWEST_OPT_44e0_000D,NEWEST_2bee_0699,"Marie de Medici"
NEWEST_OPT_3675_000A,NEWEST_540d_0700,"Marie Antoinette"
NEWEST_OPT_11d9_000B,NEWEST_540d_0700,"Margaret of France"
NEWEST_OPT_4459_000C,NEWEST_540d_0700,"Catherine de Medici"
NEWEST_OPT_00f2_000D,NEWEST_540d_0700,"Anne of Austria"
NEWEST_OPT_6450_000A,NEWEST_3947_0701,"Marie de Medici"
NEWEST_OPT_e4d5_000B,NEWEST_3947_0701,"Marie Antoinette"
NEWEST_OPT_8157_000C,NEWEST_3947_0701,"Anne of Austria"
NEWEST_OPT_1c89_000D,NEWEST_3947_0701,"Catherine de Medici"
NEWEST_OPT_221e_000A,NEWEST_bd24_0702,"Louis XV"
NEWEST_OPT_3bf4_000B,NEWEST_bd24_0702,"Louis XIV"
NEWEST_OPT_914b_000C,NEWEST_bd24_0702,"Napoleon Bonaparte"
NEWEST_OPT_e67d_000D,NEWEST_bd24_0702,"Louis XVI"
NEWEST_OPT_30de_000A,NEWEST_2ac8_0703,"Louis-Philippe I"
NEWEST_OPT_5f4e_000B,NEWEST_2ac8_0703,"Louis XVI"
NEWEST_OPT_97f0_000C,NEWEST_2ac8_0703,"Napoleon III"
NEWEST_OPT_5a2e_000D,NEWEST_2ac8_0703,"Henry IV"
NEWEST_OPT_04f5_000A,NEWEST_84a1_0704,"Henry VIII"
NEWEST_OPT_69c3_000B,NEWEST_84a1_0704,"Charles II"
NEWEST_OPT_0ba8_000C,NEWEST_84a1_0704,"Charles I"
NEWEST_OPT_0560_000D,NEWEST_84a1_0704,"James I"
NEWEST_OPT_5683_000A,NEWEST_f1d0_0705,"Charles I"
NEWEST_OPT_1b8a_000B,NEWEST_f1d0_0705,"James II"
NEWEST_OPT_e26b_000C,NEWEST_f1d0_0705,"Henry V"
NEWEST_OPT_02cb_000D,NEWEST_f1d0_0705,"Charles II"
NEWEST_OPT_00ff_000A,NEWEST_e3c1_0706,"Edward IV"
NEWEST_OPT_7ba9_000B,NEWEST_e3c1_0706,"William IV"
NEWEST_OPT_9e9a_000C,NEWEST_e3c1_0706,"Henry VIII"
NEWEST_OPT_bb9c_000D,NEWEST_e3c1_0706,"Henry VII"
NEWEST_OPT_498e_000A,NEWEST_51df_0707,"Henry VII"
NEWEST_OPT_9cce_000B,NEWEST_51df_0707,"Edward VI"
NEWEST_OPT_6f3c_000C,NEWEST_51df_0707,"Henry VIII"
NEWEST_OPT_17ac_000D,NEWEST_51df_0707,"Richard V"
NEWEST_OPT_bf35_000A,NEWEST_1e23_0708,"Henry V"
NEWEST_OPT_6580_000B,NEWEST_1e23_0708,"James I"
NEWEST_OPT_4215_000C,NEWEST_1e23_0708,"Henry VI"
NEWEST_OPT_6c2e_000D,NEWEST_1e23_0708,"Richard III"
NEWEST_OPT_c8aa_000A,NEWEST_8e30_0709,"Edward VI"
NEWEST_OPT_0954_000B,NEWEST_8e30_0709,"Henry VIII"
NEWEST_OPT_3e9e_000C,NEWEST_8e30_0709,"George I"
NEWEST_OPT_7e43_000D,NEWEST_8e30_0709,"Henry VI"
NEWEST_OPT_4d58_000A,NEWEST_0331_0710,"William IV"
NEWEST_OPT_b388_000B,NEWEST_0331_0710,"Edward VIII"
NEWEST_OPT_7529_000C,NEWEST_0331_0710,"George VI"
NEWEST_OPT_591c_000D,NEWEST_0331_0710,"George V"
NEWEST_OPT_8c9f_000A,NEWEST_d3ac_0711,"Edward VII"
NEWEST_OPT_a83c_000B,NEWEST_d3ac_0711,"George VI"
NEWEST_OPT_b522_000C,NEWEST_d3ac_0711,"George V"
NEWEST_OPT_eb94_000D,NEWEST_d3ac_0711,"Edward VIII"
NEWEST_OPT_8e1a_000A,NEWEST_a30e_0712,"Edward VII"
NEWEST_OPT_c2d9_000B,NEWEST_a30e_0712,"George VI"
NEWEST_OPT_cd08_000C,NEWEST_a30e_0712,"William IV"
NEWEST_OPT_9354_000D,NEWEST_a30e_0712,"George V"
NEWEST_OPT_32dc_000A,NEWEST_25ba_0713,Albert
NEWEST_OPT_05ce_000B,NEWEST_25ba_0713,Louis
NEWEST_OPT_b83f_000C,NEWEST_25ba_0713,Philip
NEWEST_OPT_eccc_000D,NEWEST_25ba_0713,Alfred
NEWEST_OPT_b289_000A,NEWEST_485a_0714,"Pernell Roberts"
NEWEST_OPT_987d_000B,NEWEST_485a_0714,"Herb Alpert"
NEWEST_OPT_5dfd_000C,NEWEST_485a_0714,"Lorne Greene"
NEWEST_OPT_7644_000D,NEWEST_485a_0714,"Michael Landon"
