OID,QID,text
GENERAL_OPT_30d8_000A,GENERAL_b515_0955,True
GENERAL_OPT_c3d2_000B,GENERAL_b515_0955,False
GENERAL_OPT_9898_000A,GENERAL_cb9e_0956,"1095 ft (334 m)"
GENERAL_OPT_9527_000B,GENERAL_cb9e_0956,"1811 ft (552 m)"
GENERAL_OPT_e5ee_000C,GENERAL_cb9e_0956,"1211 Ft (369 m)"
GENERAL_OPT_0a19_000D,GENERAL_cb9e_0956,"1453 ft (443 m)"
GENERAL_OPT_0f43_000A,GENERAL_ede0_0957,"The Barefoot Contessa"
GENERAL_OPT_a41f_000B,GENERAL_ede0_0957,"The Caine Mutiny"
GENERAL_OPT_dfb6_000C,GENERAL_ede0_0957,"African Queen"
GENERAL_OPT_e0c9_000D,GENERAL_ede0_0957,Casablanca
GENERAL_OPT_5f31_000A,GENERAL_b3b3_0958,"Catharine of Aragon"
GENERAL_OPT_e2fc_000B,GENERAL_b3b3_0958,"Anne Boleyn"
GENERAL_OPT_a3a1_000C,GENERAL_b3b3_0958,"Catharine Parr"
GENERAL_OPT_ca6f_000D,GENERAL_b3b3_0958,"Jane Seymour"
GENERAL_OPT_5b61_000A,GENERAL_c50c_0959,True
GENERAL_OPT_dd1e_000B,GENERAL_c50c_0959,False
GENERAL_OPT_3fe9_000A,GENERAL_13c2_0960,"Claude Rains"
GENERAL_OPT_8b9f_000B,GENERAL_13c2_0960,"Errol Flynn"
GENERAL_OPT_b8c1_000C,GENERAL_13c2_0960,"Anthony Quinn"
GENERAL_OPT_8eae_000D,GENERAL_13c2_0960,"George Reeves"
GENERAL_OPT_274e_000A,GENERAL_d8b2_0961,ammonia
GENERAL_OPT_59e8_000B,GENERAL_d8b2_0961,Metrazol
GENERAL_OPT_4ea6_000C,GENERAL_d8b2_0961,curare
GENERAL_OPT_6c30_000D,GENERAL_d8b2_0961,"snake venom"
GENERAL_OPT_8097_000A,GENERAL_05cb_0962,"The Lord of the Rings: The Return of the King"
GENERAL_OPT_2b42_000B,GENERAL_05cb_0962,Braveheart
GENERAL_OPT_e04e_000C,GENERAL_05cb_0962,Titanic
GENERAL_OPT_6910_000D,GENERAL_05cb_0962,"Ben Hur"
GENERAL_OPT_3361_000A,GENERAL_3a79_0963,O
GENERAL_OPT_9dad_000B,GENERAL_3a79_0963,Q
GENERAL_OPT_ab42_000C,GENERAL_3a79_0963,Y
GENERAL_OPT_9032_000D,GENERAL_3a79_0963,X
GENERAL_OPT_a4b0_000A,GENERAL_13f1_0964,"Marthin Luther King Jr."
GENERAL_OPT_3768_000B,GENERAL_13f1_0964,"John Paul II"
GENERAL_OPT_352a_000C,GENERAL_13f1_0964,"Nelson Mandela"
GENERAL_OPT_3d52_000D,GENERAL_13f1_0964,"Yasser Arafat"
GENERAL_OPT_0d2c_000A,GENERAL_8130_0965,Illinois
GENERAL_OPT_d68c_000B,GENERAL_8130_0965,Alabama
GENERAL_OPT_f8bc_000C,GENERAL_8130_0965,Iowa
GENERAL_OPT_13da_000D,GENERAL_8130_0965,Colorado
GENERAL_OPT_7ecb_000A,GENERAL_29a5_0966,Warsaw
GENERAL_OPT_43fc_000B,GENERAL_29a5_0966,Copenhagen
GENERAL_OPT_acf1_000C,GENERAL_29a5_0966,Lisbon
GENERAL_OPT_8d53_000D,GENERAL_29a5_0966,Zurich
GENERAL_OPT_169a_000A,GENERAL_8535_0967,"Red Sea"
GENERAL_OPT_f6e2_000B,GENERAL_8535_0967,"Yellow Sea"
GENERAL_OPT_a70c_000C,GENERAL_8535_0967,"White Sea"
GENERAL_OPT_7588_000D,GENERAL_8535_0967,"Blue Sea"
GENERAL_OPT_5a69_000A,GENERAL_28c9_0968,"Eugene ONeill"
GENERAL_OPT_de1a_000B,GENERAL_28c9_0968,"Ernest Hemingway"
GENERAL_OPT_a425_000C,GENERAL_28c9_0968,"Joseph Conrad"
GENERAL_OPT_5560_000D,GENERAL_28c9_0968,"John Steinbeck"
GENERAL_OPT_0dc9_000A,GENERAL_d407_0969,"Battle of Guadalcanal"
GENERAL_OPT_f336_000B,GENERAL_d407_0969,"Battle of Kursk"
GENERAL_OPT_c057_000C,GENERAL_d407_0969,"Battle of Jutland"
GENERAL_OPT_8b0f_000D,GENERAL_d407_0969,"Battle of Tobruk"
GENERAL_OPT_ffd3_000A,GENERAL_11de_0970,Poland
GENERAL_OPT_3def_000B,GENERAL_11de_0970,Jamaica
GENERAL_OPT_6666_000C,GENERAL_11de_0970,Turkey
GENERAL_OPT_1ae2_000D,GENERAL_11de_0970,Japan
GENERAL_OPT_9c6c_000A,GENERAL_5eec_0971,13
GENERAL_OPT_14fe_000B,GENERAL_5eec_0971,3
GENERAL_OPT_2a63_000C,GENERAL_5eec_0971,2
GENERAL_OPT_627d_000D,GENERAL_5eec_0971,1
GENERAL_OPT_a061_000A,GENERAL_70a6_0972,Poland
GENERAL_OPT_e72d_000B,GENERAL_70a6_0972,Tunisia
GENERAL_OPT_5d87_000C,GENERAL_70a6_0972,Turkey
GENERAL_OPT_ee65_000D,GENERAL_70a6_0972,France
GENERAL_OPT_9ad4_000A,GENERAL_1106_0973,Lithuania
GENERAL_OPT_70f4_000B,GENERAL_1106_0973,Libya
GENERAL_OPT_0316_000C,GENERAL_1106_0973,Ireland
GENERAL_OPT_a0d0_000D,GENERAL_1106_0973,Dominica
GENERAL_OPT_a51b_000A,GENERAL_3330_0974,water
GENERAL_OPT_2aa4_000B,GENERAL_3330_0974,wealth
GENERAL_OPT_c79a_000C,GENERAL_3330_0974,wisdom
GENERAL_OPT_61cc_000D,GENERAL_3330_0974,earth
GENERAL_OPT_e3c0_000A,GENERAL_7619_0975,May
GENERAL_OPT_86f8_000B,GENERAL_7619_0975,September
GENERAL_OPT_f353_000C,GENERAL_7619_0975,April
GENERAL_OPT_5ef2_000D,GENERAL_7619_0975,July
GENERAL_OPT_5998_000A,GENERAL_8901_0976,"George Clooney"
GENERAL_OPT_052a_000B,GENERAL_8901_0976,"John Travolta"
GENERAL_OPT_a95c_000C,GENERAL_8901_0976,"Bruce Willis"
GENERAL_OPT_9a94_000D,GENERAL_8901_0976,"Tim Robbins"
GENERAL_OPT_4642_000A,GENERAL_c493_0977,Luck
GENERAL_OPT_b20b_000B,GENERAL_c493_0977,Hope
GENERAL_OPT_2e0e_000C,GENERAL_c493_0977,Strength
GENERAL_OPT_a1c5_000D,GENERAL_c493_0977,Prosperity
GENERAL_OPT_7245_000A,GENERAL_4b73_0978,"Cincinnati Reds"
GENERAL_OPT_b78a_000B,GENERAL_4b73_0978,"Baltimore Orioles"
GENERAL_OPT_d633_000C,GENERAL_4b73_0978,"Boston Red Sox"
GENERAL_OPT_0750_000D,GENERAL_4b73_0978,"Chicago White Sox"
GENERAL_OPT_9fd8_000A,GENERAL_0a9b_0979,"The Green Album"
GENERAL_OPT_3fbd_000B,GENERAL_0a9b_0979,Greenage
GENERAL_OPT_d39e_000C,GENERAL_0a9b_0979,"Rock it Green"
GENERAL_OPT_b3f6_000D,GENERAL_0a9b_0979,Greenation
GENERAL_OPT_597c_000A,GENERAL_b8c3_0980,True
GENERAL_OPT_bb31_000B,GENERAL_b8c3_0980,False
GENERAL_OPT_0f01_000A,GENERAL_eb44_0981,"Physically ill"
GENERAL_OPT_3b4e_000B,GENERAL_eb44_0981,"New at fishing"
GENERAL_OPT_ece8_000C,GENERAL_eb44_0981,"Gardner novice"
GENERAL_OPT_6d1d_000D,GENERAL_eb44_0981,"Jealous over someone"
GENERAL_OPT_3f65_000A,GENERAL_bf4e_0982,Neophobia
GENERAL_OPT_a9ea_000B,GENERAL_bf4e_0982,Entomophobia
GENERAL_OPT_d2ab_000C,GENERAL_bf4e_0982,Cynophobia
GENERAL_OPT_6ce5_000D,GENERAL_bf4e_0982,Felinophobia
GENERAL_OPT_0167_000A,GENERAL_23d6_0983,Phagophobia
GENERAL_OPT_5abf_000B,GENERAL_23d6_0983,Necrophobia
GENERAL_OPT_03ff_000C,GENERAL_23d6_0983,Heliophobia
GENERAL_OPT_6614_000D,GENERAL_23d6_0983,Erythrophobia
GENERAL_OPT_c2b3_000A,GENERAL_1e09_0984,"Osmophobia, Coulrophobia, Trypanophobia, Glossophobia"
GENERAL_OPT_ac69_000B,GENERAL_1e09_0984,"Glossophobia, Osmophobia, Trypanophobia, Coulrophobia"
GENERAL_OPT_86d3_000C,GENERAL_1e09_0984,"Coulrophobia, Glossophobia, Osmophobia, Trypanophobia"
GENERAL_OPT_6918_000D,GENERAL_1e09_0984,"Trypanophobia, Glossophobia, Osmophobia, Coulrophobia"
GENERAL_OPT_65cd_000A,GENERAL_b1be_0985,"Closed spaces"
GENERAL_OPT_37c0_000B,GENERAL_b1be_0985,Nudity
GENERAL_OPT_9c7b_000C,GENERAL_b1be_0985,Rivers
GENERAL_OPT_4c66_000D,GENERAL_b1be_0985,"Bright colours"
GENERAL_OPT_2c5c_000A,GENERAL_7b27_0986,Keraunophobia
GENERAL_OPT_b27f_000B,GENERAL_7b27_0986,Clinophobia
GENERAL_OPT_94a5_000C,GENERAL_7b27_0986,Brontophobia
GENERAL_OPT_7b8f_000D,GENERAL_7b27_0986,Astraphobia
GENERAL_OPT_62e4_000A,GENERAL_731d_0987,Aphenphosmphobia
GENERAL_OPT_166c_000B,GENERAL_731d_0987,Friggatriskaidekaphobia
GENERAL_OPT_a5bf_000C,GENERAL_731d_0987,Triskaidekaphobia
GENERAL_OPT_5144_000D,GENERAL_731d_0987,Arachnophobia
GENERAL_OPT_3086_000A,GENERAL_21e7_0988,Ornithophobia
GENERAL_OPT_a152_000B,GENERAL_21e7_0988,Hippopotomonstrosesquippedaliophobia
GENERAL_OPT_d155_000C,GENERAL_21e7_0988,Radiophobia
GENERAL_OPT_d166_000D,GENERAL_21e7_0988,Hexakosioihexekontahexaphobia
GENERAL_OPT_d11b_000A,GENERAL_4539_0989,Irrationality
GENERAL_OPT_f45f_000B,GENERAL_4539_0989,Strength
GENERAL_OPT_878f_000C,GENERAL_4539_0989,Genetic
GENERAL_OPT_f6e1_000D,GENERAL_4539_0989,Popularity
GENERAL_OPT_be95_000A,GENERAL_057d_0990,Technophobia
GENERAL_OPT_9fe4_000B,GENERAL_057d_0990,Entomophobia
GENERAL_OPT_5a5e_000C,GENERAL_057d_0990,Ophidiophobia
GENERAL_OPT_adab_000D,GENERAL_057d_0990,Musophobia
GENERAL_OPT_e75d_000A,GENERAL_e809_0991,Gephyrophobia
GENERAL_OPT_4f3a_000B,GENERAL_e809_0991,Phagophobia
GENERAL_OPT_f715_000C,GENERAL_e809_0991,Taphephobia
GENERAL_OPT_53e8_000D,GENERAL_e809_0991,Mysophobia
GENERAL_OPT_f1a8_000A,GENERAL_5000_0992,100
GENERAL_OPT_51eb_000B,GENERAL_5000_0992,115
GENERAL_OPT_f9df_000C,GENERAL_5000_0992,117
GENERAL_OPT_2e04_000D,GENERAL_5000_0992,116
GENERAL_OPT_c82f_000A,GENERAL_e8b7_0993,"Juror #8, an architect"
GENERAL_OPT_c9af_000B,GENERAL_e8b7_0993,"Juror #2, a bank clerk"
GENERAL_OPT_aabb_000C,GENERAL_e8b7_0993,"Juror #12, an advertising executive"
GENERAL_OPT_09ba_000D,GENERAL_e8b7_0993,"Juror #10, a garage owner"
GENERAL_OPT_cb71_000A,GENERAL_97c0_0994,"Judas Iscariot"
GENERAL_OPT_2af2_000B,GENERAL_97c0_0994,Thomas
GENERAL_OPT_280f_000C,GENERAL_97c0_0994,Mark
GENERAL_OPT_926a_000D,GENERAL_97c0_0994,Thaddaeus
GENERAL_OPT_abd2_000A,GENERAL_b9f0_0995,"Phil Collins"
GENERAL_OPT_ab9d_000B,GENERAL_b9f0_0995,"David Bowie"
GENERAL_OPT_3183_000C,GENERAL_b9f0_0995,"John Lennon"
GENERAL_OPT_0c0b_000D,GENERAL_b9f0_0995,"Freddie Mercury"
GENERAL_OPT_6b6f_000A,GENERAL_6a44_0996,"Lead azide"
GENERAL_OPT_a389_000B,GENERAL_6a44_0996,"Mercury fulminate"
GENERAL_OPT_a68c_000C,GENERAL_6a44_0996,"Hydrogen peroxide"
GENERAL_OPT_d003_000D,GENERAL_6a44_0996,"Black powder"
GENERAL_OPT_44c4_000A,GENERAL_79ca_0997,Taiwan
GENERAL_OPT_9d6e_000B,GENERAL_79ca_0997,Thailand
GENERAL_OPT_54f6_000C,GENERAL_79ca_0997,India
GENERAL_OPT_7a7b_000D,GENERAL_79ca_0997,China
GENERAL_OPT_d96d_000A,GENERAL_4e0a_0998,22
GENERAL_OPT_d56a_000B,GENERAL_4e0a_0998,6
GENERAL_OPT_ed39_000C,GENERAL_4e0a_0998,0
GENERAL_OPT_f266_000D,GENERAL_4e0a_0998,4
GENERAL_OPT_15bc_000A,GENERAL_10bb_0999,France
GENERAL_OPT_e95d_000B,GENERAL_10bb_0999,England
GENERAL_OPT_e815_000C,GENERAL_10bb_0999,Austria
GENERAL_OPT_bec1_000D,GENERAL_10bb_0999,Russia
GENERAL_OPT_0aba_000A,GENERAL_ac3a_1000,"Hurricane intensity"
GENERAL_OPT_faad_000B,GENERAL_ac3a_1000,"Wind speed"
GENERAL_OPT_984f_000C,GENERAL_ac3a_1000,"Ultraviolet radiation"
GENERAL_OPT_1ba4_000D,GENERAL_ac3a_1000,"Earthquake intensity"
GENERAL_OPT_b3a3_000A,GENERAL_df23_1001,"The Senate"
GENERAL_OPT_731b_000B,GENERAL_df23_1001,"The Supreme Court"
GENERAL_OPT_82ad_000C,GENERAL_df23_1001,"The Congress of the United States"
GENERAL_OPT_623e_000D,GENERAL_df23_1001,"The House of Representatives"
GENERAL_OPT_e385_000A,GENERAL_616a_1002,"Greenbank, Washington"
GENERAL_OPT_58d8_000B,GENERAL_616a_1002,"Walla Walla, Washington"
GENERAL_OPT_974a_000C,GENERAL_616a_1002,"Everett, Washington"
GENERAL_OPT_fd18_000D,GENERAL_616a_1002,"Olympia, Washington"
GENERAL_OPT_f4e4_000A,GENERAL_f2f1_1003,"170 000"
GENERAL_OPT_3558_000B,GENERAL_f2f1_1003,"1 800"
GENERAL_OPT_51f4_000C,GENERAL_f2f1_1003,"270 000"
GENERAL_OPT_e325_000D,GENERAL_f2f1_1003,"45 000"
GENERAL_OPT_b6a0_000A,GENERAL_f7c4_1004,False
GENERAL_OPT_5f32_000B,GENERAL_f7c4_1004,True
GENERAL_OPT_7640_000A,GENERAL_4742_1005,"300 000"
GENERAL_OPT_f0da_000B,GENERAL_4742_1005,"4 000 000"
GENERAL_OPT_3cdb_000C,GENERAL_4742_1005,"5 000 000"
GENERAL_OPT_9c09_000D,GENERAL_4742_1005,"500 000"
GENERAL_OPT_06e5_000A,GENERAL_a35d_1006,"American Airlines"
GENERAL_OPT_11d2_000B,GENERAL_a35d_1006,"Pan American"
GENERAL_OPT_ecab_000C,GENERAL_a35d_1006,Delta
GENERAL_OPT_d90f_000D,GENERAL_a35d_1006,United
GENERAL_OPT_bbc1_000A,GENERAL_d0fb_1007,"The airlines which put downpayments and helped jumpstart the project"
GENERAL_OPT_88d8_000B,GENERAL_d0fb_1007,"The significant others of the workers"
GENERAL_OPT_df26_000C,GENERAL_d0fb_1007,"The 20 000 contractors helping Boeing"
GENERAL_OPT_4294_000D,GENERAL_d0fb_1007,"The rugged team of workers"
GENERAL_OPT_05b0_000A,GENERAL_a579_1008,1969
GENERAL_OPT_819f_000B,GENERAL_a579_1008,1972
GENERAL_OPT_5fa5_000C,GENERAL_a579_1008,1970
GENERAL_OPT_60cb_000D,GENERAL_a579_1008,1971
GENERAL_OPT_9ae5_000A,GENERAL_7b7d_1009,False
GENERAL_OPT_8c9b_000B,GENERAL_7b7d_1009,True
GENERAL_OPT_cc6a_000A,GENERAL_3851_1010,"approx. 8 stories"
GENERAL_OPT_6a51_000B,GENERAL_3851_1010,"approx. 6 stories"
GENERAL_OPT_d8c7_000C,GENERAL_3851_1010,"approx. 4 stories"
GENERAL_OPT_041e_000D,GENERAL_3851_1010,"approx. 2 stories"
GENERAL_OPT_6627_000A,GENERAL_fd02_1011,"General Electric CF6-80C2B1F"
GENERAL_OPT_d4c3_000B,GENERAL_fd02_1011,"Pratt  Whitney JT9D-3"
GENERAL_OPT_2db3_000C,GENERAL_fd02_1011,"Rolls Royce RB211-524G"
GENERAL_OPT_4b33_000D,GENERAL_fd02_1011,"Kuznetsov NK-82 turbofans"
GENERAL_OPT_e21c_000A,GENERAL_2eb8_1012,"Bette Midler"
GENERAL_OPT_32c8_000B,GENERAL_2eb8_1012,"Bob Hope"
GENERAL_OPT_a71e_000C,GENERAL_2eb8_1012,"Groucho Marx"
GENERAL_OPT_4474_000D,GENERAL_2eb8_1012,"Steve Allen"
GENERAL_OPT_830d_000A,GENERAL_6b95_1013,"Kermit the Frog spoke at the funeral of ventriloquist Edgar Bergen."
GENERAL_OPT_d0a8_000B,GENERAL_6b95_1013,"A cord of wood is 128 cubic feet of wood."
GENERAL_OPT_c3e0_000C,GENERAL_6b95_1013,"Isaac Van Amburgh is given credit as the first performer to put his head into the mouth of a  living lion."
GENERAL_OPT_15a1_000D,GENERAL_6b95_1013,"James Bartley was swallowed whole by a whale, but was rescued and lived another 35  years."
GENERAL_OPT_faf9_000A,GENERAL_00c2_1014,Moliere
GENERAL_OPT_4fe6_000B,GENERAL_00c2_1014,Voltaire
GENERAL_OPT_0f62_000C,GENERAL_00c2_1014,Shakespeare
GENERAL_OPT_b12b_000D,GENERAL_00c2_1014,Dickens
GENERAL_OPT_89d9_000A,GENERAL_0954_1015,"John  Goodman"
GENERAL_OPT_cfb2_000B,GENERAL_0954_1015,"Howard Cosell"
GENERAL_OPT_d225_000C,GENERAL_0954_1015,"George Carlin"
GENERAL_OPT_dd4a_000D,GENERAL_0954_1015,"Steve Martin"
GENERAL_OPT_cc40_000A,GENERAL_c0f7_1016,"Each can trace his genealogy to Germany."
GENERAL_OPT_68ca_000B,GENERAL_c0f7_1016,"Each had a sibling named Jane."
GENERAL_OPT_d05c_000C,GENERAL_c0f7_1016,"Each was married to a woman named  Anne."
GENERAL_OPT_ec6e_000D,GENERAL_c0f7_1016,"Each one was born in a  year ending in a 9."
GENERAL_OPT_f9b1_000A,GENERAL_40ac_1017,"Jackie Robinson was court-martialed because he would not sit in the back of a military bus."
GENERAL_OPT_6c80_000B,GENERAL_40ac_1017,"The life span for a tiger in captivity is the same as it is in nature."
GENERAL_OPT_816a_000C,GENERAL_40ac_1017,"Based on the writings in his diaries, Abner Doubleday is given credit for inventing the rules of modern baseball."
GENERAL_OPT_3d0b_000D,GENERAL_40ac_1017,"Jackie Robinson won the first Rookie of the year Award in 1947."
GENERAL_OPT_735a_000A,GENERAL_38b8_1018,"gray zebra, red zebra, plains zebra"
GENERAL_OPT_9eca_000B,GENERAL_38b8_1018,"mountain zebra, savannah zebra, southern zebra"
GENERAL_OPT_bbf6_000C,GENERAL_38b8_1018,"Garveys zebra, Darwins zebra, gray zebra"
GENERAL_OPT_cb35_000D,GENERAL_38b8_1018,"Grevys zebra, plains zebra, mountain zebra"
GENERAL_OPT_6e79_000A,GENERAL_a877_1019,"Captain Marvel"
GENERAL_OPT_8e64_000B,GENERAL_a877_1019,"Captain America"
GENERAL_OPT_2a98_000C,GENERAL_a877_1019,"The Hulk"
GENERAL_OPT_1ae5_000D,GENERAL_a877_1019,Superman
GENERAL_OPT_77b3_000A,GENERAL_9be4_1020,"FDR is famous for saying Nothing is so much to be feared as fear."
GENERAL_OPT_d6db_000B,GENERAL_9be4_1020,"O.Henry  founded a humorous weekly paper named The Rolling Stone."
GENERAL_OPT_e7b5_000C,GENERAL_9be4_1020,"Henry David Thoreau is famous for saying Nothing is so much to be feared as fear."
GENERAL_OPT_4c76_000D,GENERAL_9be4_1020,"Tennessee Williams was born in Mississippi."
GENERAL_OPT_cde4_000A,GENERAL_ddfc_1021,1848
GENERAL_OPT_c3a2_000B,GENERAL_ddfc_1021,1901
GENERAL_OPT_16f1_000C,GENERAL_ddfc_1021,1912
GENERAL_OPT_3e3a_000D,GENERAL_ddfc_1021,1895
GENERAL_OPT_fba6_000A,GENERAL_afa7_1022,"Burr Tilstrom"
GENERAL_OPT_d47e_000B,GENERAL_afa7_1022,"John Logie Baird"
GENERAL_OPT_67ed_000C,GENERAL_afa7_1022,"Robert Sarnoff"
GENERAL_OPT_cf3c_000D,GENERAL_afa7_1022,"Vladimir Zworykin"
GENERAL_OPT_6f41_000A,GENERAL_21e7_1023,"Leonhard Dresdorff"
GENERAL_OPT_a7d5_000B,GENERAL_21e7_1023,"Burr Tilstrom"
GENERAL_OPT_97c2_000C,GENERAL_21e7_1023,"Capt. Jonas Bray"
GENERAL_OPT_aedc_000D,GENERAL_21e7_1023,"David Sarnoff"
GENERAL_OPT_da32_000A,GENERAL_540d_1024,"A study of mathematical and artistic proportion"
GENERAL_OPT_26d8_000B,GENERAL_540d_1024,"A list of DaVincis inventions"
GENERAL_OPT_2820_000C,GENERAL_540d_1024,"The first biography of DaVinci"
GENERAL_OPT_e981_000D,GENERAL_540d_1024,"A description of a method of keeping accounts, known as Double-entry book-keeping"
GENERAL_OPT_a30b_000A,GENERAL_7c4f_1025,"Ben Johnson"
GENERAL_OPT_0e91_000B,GENERAL_7c4f_1025,"Alexander Pope"
GENERAL_OPT_e9b9_000C,GENERAL_7c4f_1025,"Jonathan Swift"
GENERAL_OPT_9399_000D,GENERAL_7c4f_1025,"Samuel Johnson"
GENERAL_OPT_b678_000A,GENERAL_85d4_1026,Thucydidies
GENERAL_OPT_442a_000B,GENERAL_85d4_1026,Sophocles
GENERAL_OPT_5fd7_000C,GENERAL_85d4_1026,Aeschylus
GENERAL_OPT_0798_000D,GENERAL_85d4_1026,Euripides
GENERAL_OPT_2dd8_000A,GENERAL_8c97_1027,"Production Art"
GENERAL_OPT_b191_000B,GENERAL_8c97_1027,"Structural Art"
GENERAL_OPT_306b_000C,GENERAL_8c97_1027,Constructivism
GENERAL_OPT_c52c_000D,GENERAL_8c97_1027,Dadaism
GENERAL_OPT_773c_000A,GENERAL_721d_1028,"Rosy Grier"
GENERAL_OPT_5099_000B,GENERAL_721d_1028,"Jack Roosevelt Robinson"
GENERAL_OPT_3f33_000C,GENERAL_721d_1028,"Jim Brown"
GENERAL_OPT_083c_000D,GENERAL_721d_1028,"Jesse Owens"
GENERAL_OPT_6a66_000A,GENERAL_f7bb_1029,"Yoko Lennon"
GENERAL_OPT_0450_000B,GENERAL_f7bb_1029,"Nat King Cole"
GENERAL_OPT_bc2e_000C,GENERAL_f7bb_1029,"Dean Martin"
GENERAL_OPT_19dd_000D,GENERAL_f7bb_1029,"Frank Sinatra"
GENERAL_OPT_de1f_000A,GENERAL_44db_1030,"Humphrey Bogart and Ingrid Bergman"
GENERAL_OPT_d480_000B,GENERAL_44db_1030,"James Stewart and June Allyson"
GENERAL_OPT_6906_000C,GENERAL_44db_1030,"Henry Fonda and Maureen OHara"
GENERAL_OPT_1f46_000D,GENERAL_44db_1030,"Humphrey Bogart and Lauren Bacall"
GENERAL_OPT_ce00_000A,GENERAL_d3b5_1031,Brooklyn
GENERAL_OPT_10ca_000B,GENERAL_d3b5_1031,Manhattan
GENERAL_OPT_a6d9_000C,GENERAL_d3b5_1031,Queens
GENERAL_OPT_b194_000D,GENERAL_d3b5_1031,"The Bronx"
GENERAL_OPT_f6c4_000A,GENERAL_e802_1032,"The Bee Gees"
GENERAL_OPT_0fac_000B,GENERAL_e802_1032,"The Beatles"
GENERAL_OPT_67bd_000C,GENERAL_e802_1032,"The Kinks"
GENERAL_OPT_e224_000D,GENERAL_e802_1032,"The Rolling Stones"
GENERAL_OPT_9450_000A,GENERAL_013a_1033,"Nat King Cole"
GENERAL_OPT_e0f0_000B,GENERAL_013a_1033,"Humphrey Bogart"
GENERAL_OPT_b875_000C,GENERAL_013a_1033,"Dean Martin"
GENERAL_OPT_f8af_000D,GENERAL_013a_1033,"Frank Sinatra"
GENERAL_OPT_d5d4_000A,GENERAL_50d9_1034,"Bogey and Bacall"
GENERAL_OPT_eb0e_000B,GENERAL_50d9_1034,"The Big Apple"
GENERAL_OPT_31ad_000C,GENERAL_50d9_1034,"Stock Market City"
GENERAL_OPT_09a8_000D,GENERAL_50d9_1034,"Rockefeller City"
GENERAL_OPT_7c03_000A,GENERAL_6ceb_1035,"Vivienne Westwood"
GENERAL_OPT_686e_000B,GENERAL_6ceb_1035,"Coco Chanel"
GENERAL_OPT_1a53_000C,GENERAL_6ceb_1035,"Calvin Klein"
GENERAL_OPT_68cb_000D,GENERAL_6ceb_1035,"Christian Dior"
GENERAL_OPT_a91b_000A,GENERAL_49c2_1036,soccer
GENERAL_OPT_5317_000B,GENERAL_49c2_1036,basketball
GENERAL_OPT_1d25_000C,GENERAL_49c2_1036,"ice hockey"
GENERAL_OPT_26ac_000D,GENERAL_49c2_1036,curling
GENERAL_OPT_31da_000A,GENERAL_b8a4_1037,-32
GENERAL_OPT_9e79_000B,GENERAL_b8a4_1037,-135
GENERAL_OPT_9d4e_000C,GENERAL_b8a4_1037,-273
GENERAL_OPT_709a_000D,GENERAL_b8a4_1037,-356
GENERAL_OPT_d543_000A,GENERAL_8b3b_1038,eyelashes
GENERAL_OPT_43ee_000B,GENERAL_8b3b_1038,hair
GENERAL_OPT_fd37_000C,GENERAL_8b3b_1038,"toe nails"
GENERAL_OPT_9c4b_000D,GENERAL_8b3b_1038,"finger nails"
GENERAL_OPT_98ff_000A,GENERAL_6015_1039,"16 and 11"
GENERAL_OPT_d4e5_000B,GENERAL_6015_1039,"0 and 7"
GENERAL_OPT_321d_000C,GENERAL_6015_1039,"2 and 3"
GENERAL_OPT_d46c_000D,GENERAL_6015_1039,"18 and 13"
GENERAL_OPT_fd22_000A,GENERAL_303e_1040,"Coca Cola"
GENERAL_OPT_cf99_000B,GENERAL_303e_1040,Tab
GENERAL_OPT_8129_000C,GENERAL_303e_1040,"Dr Pepper"
GENERAL_OPT_37a2_000D,GENERAL_303e_1040,Sprite
GENERAL_OPT_25ec_000A,GENERAL_bc06_1041,Raspberry
GENERAL_OPT_0885_000B,GENERAL_bc06_1041,"Soft Spot"
GENERAL_OPT_b733_000C,GENERAL_bc06_1041,Neurocranium
GENERAL_OPT_da70_000D,GENERAL_bc06_1041,Fontanelle
GENERAL_OPT_2b83_000A,GENERAL_ce7f_1042,No
GENERAL_OPT_1284_000B,GENERAL_ce7f_1042,Yes
GENERAL_OPT_790a_000A,GENERAL_0318_1043,"Elsa Schiaparelli"
GENERAL_OPT_6280_000B,GENERAL_0318_1043,"Christian Dior"
GENERAL_OPT_0f6a_000C,GENERAL_0318_1043,"Coco Chanel"
GENERAL_OPT_889a_000D,GENERAL_0318_1043,"Cristóbal Balenciaga"
GENERAL_OPT_2ccb_000A,GENERAL_2eaa_1044,Philematology
GENERAL_OPT_6230_000B,GENERAL_2eaa_1044,Palilogy
GENERAL_OPT_0ca3_000C,GENERAL_2eaa_1044,Phlebology
GENERAL_OPT_71a2_000D,GENERAL_2eaa_1044,Palynology
GENERAL_OPT_3307_000A,GENERAL_32be_1045,Madonna
GENERAL_OPT_7f09_000B,GENERAL_32be_1045,"Michael Jackson"
GENERAL_OPT_1fdc_000C,GENERAL_32be_1045,"Kylie Minogue"
GENERAL_OPT_7861_000D,GENERAL_32be_1045,Prince
GENERAL_OPT_a105_000A,GENERAL_5910_1046,False
GENERAL_OPT_b9f1_000B,GENERAL_5910_1046,True
GENERAL_OPT_d8af_000A,GENERAL_a989_1047,Prague
GENERAL_OPT_b075_000B,GENERAL_a989_1047,Suva
GENERAL_OPT_ec2f_000C,GENERAL_a989_1047,Malabo
GENERAL_OPT_50f4_000D,GENERAL_a989_1047,Helsinki
GENERAL_OPT_6dfa_000A,GENERAL_60aa_1048,No
