OID,QID,text
TELEVISION_OPT_8f0b_000C,TELEVISION_6729_0377,"Jenny O Hara"
TELEVISION_OPT_0ab7_000D,TELEVISION_6729_0377,"Lisa Whelchel"
TELEVISION_OPT_37e5_000A,TELEVISION_e11e_0378,True
TELEVISION_OPT_f62e_000B,TELEVISION_e11e_0378,False
TELEVISION_OPT_ff3b_000A,TELEVISION_096f_0379,Westminister
TELEVISION_OPT_b85a_000B,TELEVISION_096f_0379,Soutbend
TELEVISION_OPT_ab16_000C,TELEVISION_096f_0379,Eastland
TELEVISION_OPT_4b69_000D,TELEVISION_096f_0379,Northwestern
TELEVISION_OPT_5856_000A,TELEVISION_4f21_0380,Cindy
TELEVISION_OPT_c7c2_000B,TELEVISION_4f21_0380,Tootie
TELEVISION_OPT_7daa_000C,TELEVISION_4f21_0380,Missy
TELEVISION_OPT_9898_000D,TELEVISION_4f21_0380,Natalie
TELEVISION_OPT_f85e_000A,TELEVISION_e625_0381,No
TELEVISION_OPT_1190_000B,TELEVISION_e625_0381,Yes
TELEVISION_OPT_d12f_000A,TELEVISION_b8b8_0382,Margaret
TELEVISION_OPT_3178_000B,TELEVISION_b8b8_0382,Eunice
TELEVISION_OPT_124c_000C,TELEVISION_b8b8_0382,Angelica
TELEVISION_OPT_028f_000D,TELEVISION_b8b8_0382,Dorothy
TELEVISION_OPT_4f64_000A,TELEVISION_6ce1_0383,"Stephanie Powers"
TELEVISION_OPT_e497_000B,TELEVISION_6ce1_0383,"Valerie Harper"
TELEVISION_OPT_af12_000C,TELEVISION_6ce1_0383,"Cloris Leachman"
TELEVISION_OPT_9c6f_000D,TELEVISION_6ce1_0383,"Linda Lavin"
TELEVISION_OPT_e38f_000A,TELEVISION_4695_0384,Sherry
TELEVISION_OPT_4c36_000B,TELEVISION_4695_0384,Kerri
TELEVISION_OPT_93f3_000C,TELEVISION_4695_0384,Geri
TELEVISION_OPT_98d6_000D,TELEVISION_4695_0384,Carrie
TELEVISION_OPT_5fd4_000A,TELEVISION_3d40_0385,"To have have a beautiful baby"
TELEVISION_OPT_3801_000B,TELEVISION_3d40_0385,"To have twins"
TELEVISION_OPT_e7ce_000C,TELEVISION_3d40_0385,"The baby to be a girl"
TELEVISION_OPT_141b_000D,TELEVISION_3d40_0385,"The baby to be a boy"
TELEVISION_OPT_6cbd_000A,TELEVISION_bf13_0386,"When Ross bought her coffee"
TELEVISION_OPT_5e77_000B,TELEVISION_bf13_0386,"When he gave her a special pin for her birthday"
TELEVISION_OPT_f3c1_000C,TELEVISION_bf13_0386,"When he kissed her"
TELEVISION_OPT_8604_000D,TELEVISION_bf13_0386,"When he gave her a flower"
TELEVISION_OPT_d55f_000A,TELEVISION_55c6_0387,"Phoebe had a vision"
TELEVISION_OPT_a287_000B,TELEVISION_55c6_0387,"At Monicas wedding, Rachael told all of her friends"
TELEVISION_OPT_d6b4_000C,TELEVISION_55c6_0387,"Joey had a dream"
TELEVISION_OPT_842d_000D,TELEVISION_55c6_0387,"The sweatshirt they tried to give to Tad in Central Park turned out to be Rosss"
TELEVISION_OPT_f165_000A,TELEVISION_b758_0388,"Joey cheated on Rachael"
TELEVISION_OPT_9835_000B,TELEVISION_b758_0388,"They got into a physical fight"
TELEVISION_OPT_3a25_000C,TELEVISION_b758_0388,"Rachael cheated on Joey"
TELEVISION_OPT_5696_000D,TELEVISION_b758_0388,"They were too uncomfortable getting physical with each other"
TELEVISION_OPT_2711_000A,TELEVISION_415b_0389,Ferretti
TELEVISION_OPT_725b_000B,TELEVISION_415b_0389,Gucci
TELEVISION_OPT_e6dc_000C,TELEVISION_415b_0389,Armani
TELEVISION_OPT_2cbb_000D,TELEVISION_415b_0389,Fendi
TELEVISION_OPT_b5aa_000A,TELEVISION_73b3_0390,"Carla Gugino"
TELEVISION_OPT_ffc6_000B,TELEVISION_73b3_0390,"Josie Bissett"
TELEVISION_OPT_95c1_000C,TELEVISION_73b3_0390,"Connie Britton"
TELEVISION_OPT_02d6_000D,TELEVISION_73b3_0390,"Heather Locklear"
TELEVISION_OPT_1c2b_000A,TELEVISION_174b_0391,True
TELEVISION_OPT_49bc_000B,TELEVISION_174b_0391,False
TELEVISION_OPT_80f3_000A,TELEVISION_e77c_0392,Stephan
TELEVISION_OPT_1a7a_000B,TELEVISION_e77c_0392,"Alan Harper"
TELEVISION_OPT_90a5_000C,TELEVISION_e77c_0392,"Stuart Bondek"
TELEVISION_OPT_a40d_000D,TELEVISION_e77c_0392,"Charlie Harper"
TELEVISION_OPT_0705_000A,TELEVISION_c434_0393,"John Lithgow"
TELEVISION_OPT_36bf_000B,TELEVISION_c434_0393,"French Stewart"
TELEVISION_OPT_447c_000C,TELEVISION_c434_0393,"Joseph Gordon-Levitt"
TELEVISION_OPT_20b5_000D,TELEVISION_c434_0393,"Wayne Knight"
TELEVISION_OPT_daa2_000A,TELEVISION_b42f_0394,"Grace Battles"
TELEVISION_OPT_230d_000B,TELEVISION_b42f_0394,"Sally Spectra"
TELEVISION_OPT_4ebc_000C,TELEVISION_b42f_0394,"Elizabeth Royal Winston"
TELEVISION_OPT_73d3_000D,TELEVISION_b42f_0394,"Lena Hart"
TELEVISION_OPT_0ce0_000A,TELEVISION_f91f_0395,"Tom Patchett"
TELEVISION_OPT_b20b_000B,TELEVISION_f91f_0395,"Max Wright"
TELEVISION_OPT_d995_000C,TELEVISION_f91f_0395,"Paul Fusco"
TELEVISION_OPT_9193_000D,TELEVISION_f91f_0395,"Josh Blake"
TELEVISION_OPT_32d9_000A,TELEVISION_7c52_0396,False
TELEVISION_OPT_2804_000B,TELEVISION_7c52_0396,True
TELEVISION_OPT_6e38_000A,TELEVISION_c704_0397,"Howard Gordon"
TELEVISION_OPT_5ca4_000B,TELEVISION_c704_0397,"William Price Bill Woodard"
TELEVISION_OPT_0928_000C,TELEVISION_c704_0397,"Peter Watts"
TELEVISION_OPT_bc33_000D,TELEVISION_c704_0397,"Frank Black"
TELEVISION_OPT_ebda_000A,TELEVISION_a5f5_0398,True
TELEVISION_OPT_c399_000B,TELEVISION_a5f5_0398,False
TELEVISION_OPT_ba0c_000A,TELEVISION_eed2_0399,"Monty Hall"
TELEVISION_OPT_580c_000B,TELEVISION_eed2_0399,"Ted Brown"
TELEVISION_OPT_1429_000C,TELEVISION_eed2_0399,"Jack Barry"
TELEVISION_OPT_2d50_000D,TELEVISION_eed2_0399,"Bob Barker"
TELEVISION_OPT_900c_000A,TELEVISION_bc4f_0400,"Jack Barris"
TELEVISION_OPT_fab3_000B,TELEVISION_bc4f_0400,"Chuck Barry"
TELEVISION_OPT_625e_000C,TELEVISION_bc4f_0400,"Jack Barry"
TELEVISION_OPT_20ca_000D,TELEVISION_bc4f_0400,"Chuck Barris"
TELEVISION_OPT_ac9e_000A,TELEVISION_29c3_0401,"Gene Simmons"
TELEVISION_OPT_9190_000B,TELEVISION_29c3_0401,"Gary Moore"
TELEVISION_OPT_fded_000C,TELEVISION_29c3_0401,"Pat Sajak"
TELEVISION_OPT_42ba_000D,TELEVISION_29c3_0401,"Bob Barker"
TELEVISION_OPT_501e_000A,TELEVISION_cb05_0402,"Alex Trebek"
TELEVISION_OPT_9ccf_000B,TELEVISION_cb05_0402,"Louie Anderson"
TELEVISION_OPT_fcce_000C,TELEVISION_cb05_0402,"Vanna White"
TELEVISION_OPT_cf8a_000D,TELEVISION_cb05_0402,"Bill Cullen"
TELEVISION_OPT_1665_000A,TELEVISION_cc1e_0403,"Chuck Woolery"
TELEVISION_OPT_8134_000B,TELEVISION_cc1e_0403,"Louie Anderson"
TELEVISION_OPT_80a0_000C,TELEVISION_cc1e_0403,"Bill Anderson"
TELEVISION_OPT_cd4b_000D,TELEVISION_cc1e_0403,"Gene Wood"
TELEVISION_OPT_b9d0_000A,TELEVISION_9b9e_0404,"Bill Stern"
TELEVISION_OPT_45d9_000B,TELEVISION_9b9e_0404,"Ben Stein"
TELEVISION_OPT_441d_000C,TELEVISION_9b9e_0404,"Marc Summers"
TELEVISION_OPT_623e_000D,TELEVISION_9b9e_0404,"Meredith Vieira"
TELEVISION_OPT_9f17_000A,TELEVISION_33d5_0405,"Bob Barker"
TELEVISION_OPT_7513_000B,TELEVISION_33d5_0405,"Bill Cullen"
TELEVISION_OPT_b23f_000C,TELEVISION_33d5_0405,"Monty Hall"
TELEVISION_OPT_908a_000D,TELEVISION_33d5_0405,"Meredith Vieira"
TELEVISION_OPT_e300_000A,TELEVISION_1485_0406,"Dennis James"
TELEVISION_OPT_742f_000B,TELEVISION_1485_0406,"Gene Rayburn"
TELEVISION_OPT_9e4e_000C,TELEVISION_1485_0406,"Moss Hart"
TELEVISION_OPT_c247_000D,TELEVISION_1485_0406,"Richard Hayes"
TELEVISION_OPT_50f9_000A,TELEVISION_f08a_0407,"Pat Sajak"
TELEVISION_OPT_7dd9_000B,TELEVISION_f08a_0407,"Bob Eubanks"
TELEVISION_OPT_efbc_000C,TELEVISION_f08a_0407,"Bill Cullen"
TELEVISION_OPT_29dd_000D,TELEVISION_f08a_0407,"Garry Moore"
TELEVISION_OPT_8ff0_000A,TELEVISION_8384_0408,"Geoff Edwards"
TELEVISION_OPT_d09b_000B,TELEVISION_8384_0408,"Richard Dawson"
TELEVISION_OPT_54b9_000C,TELEVISION_8384_0408,"Groucho Marx"
TELEVISION_OPT_3528_000D,TELEVISION_8384_0408,"Bob Dyer"
TELEVISION_OPT_b9d0_000A,TELEVISION_ba0d_0409,1986
TELEVISION_OPT_5b1e_000B,TELEVISION_ba0d_0409,1982
TELEVISION_OPT_3a09_000C,TELEVISION_ba0d_0409,1984
TELEVISION_OPT_cf80_000D,TELEVISION_ba0d_0409,1988
TELEVISION_OPT_9516_000A,TELEVISION_ca55_0410,"Katherine Helmond"
TELEVISION_OPT_a52d_000B,TELEVISION_ca55_0410,"Betsy Ross"
TELEVISION_OPT_0f84_000C,TELEVISION_ca55_0410,"Marion Ross"
TELEVISION_OPT_c049_000D,TELEVISION_ca55_0410,"Katherine Ross"
TELEVISION_OPT_854c_000A,TELEVISION_5c05_0411,"New York Yankees"
TELEVISION_OPT_d9b2_000B,TELEVISION_5c05_0411,"Los Angeles Dodgers"
TELEVISION_OPT_bb6e_000C,TELEVISION_5c05_0411,"St. Louis Cardinals"
TELEVISION_OPT_ec00_000D,TELEVISION_5c05_0411,"New York Mets"
TELEVISION_OPT_fce7_000A,TELEVISION_0365_0412,Sarah
TELEVISION_OPT_ff36_000B,TELEVISION_0365_0412,Antoniette
TELEVISION_OPT_902c_000C,TELEVISION_0365_0412,Samantha
TELEVISION_OPT_0c54_000D,TELEVISION_0365_0412,Trina
TELEVISION_OPT_4e3f_000A,TELEVISION_9b97_0413,Bower
TELEVISION_OPT_4169_000B,TELEVISION_9b97_0413,Jacobs
TELEVISION_OPT_b7d7_000C,TELEVISION_9b97_0413,Howser
TELEVISION_OPT_da80_000D,TELEVISION_9b97_0413,Mauser
TELEVISION_OPT_e16b_000A,TELEVISION_7efc_0414,"Yarborough and Peebles"
TELEVISION_OPT_a346_000B,TELEVISION_7efc_0414,"Wallace and McQuade"
TELEVISION_OPT_38bf_000C,TELEVISION_7efc_0414,"Mcfadden and Whitehead"
TELEVISION_OPT_818f_000D,TELEVISION_7efc_0414,"Bruckner and Garcia"
TELEVISION_OPT_cfdf_000A,TELEVISION_88b4_0415,Angelo
TELEVISION_OPT_8ca7_000B,TELEVISION_88b4_0415,Hank
TELEVISION_OPT_590d_000C,TELEVISION_88b4_0415,Frank
TELEVISION_OPT_5486_000D,TELEVISION_88b4_0415,Joey
TELEVISION_OPT_52e1_000A,TELEVISION_4f13_0416,"St. Petersburg, Florida"
TELEVISION_OPT_168a_000B,TELEVISION_4f13_0416,"Brooklyn, New York"
TELEVISION_OPT_32be_000C,TELEVISION_4f13_0416,Delaware
TELEVISION_OPT_1326_000D,TELEVISION_4f13_0416,Connecticut
TELEVISION_OPT_05de_000A,TELEVISION_b6e6_0417,"Danny Pintauro"
TELEVISION_OPT_6560_000B,TELEVISION_b6e6_0417,"Danny Ponce"
TELEVISION_OPT_5639_000C,TELEVISION_b6e6_0417,"Mike Lookinland"
TELEVISION_OPT_28fd_000D,TELEVISION_b6e6_0417,"Billy Taylor"
TELEVISION_OPT_0572_000A,TELEVISION_cd10_0418,1992
TELEVISION_OPT_a45d_000B,TELEVISION_cd10_0418,1998
TELEVISION_OPT_7e41_000C,TELEVISION_cd10_0418,1996
TELEVISION_OPT_1f6a_000D,TELEVISION_cd10_0418,2000
TELEVISION_OPT_cf0d_000A,TELEVISION_a47f_0419,WKS-TV
TELEVISION_OPT_4257_000B,TELEVISION_a47f_0419,PBS-TV
TELEVISION_OPT_92a5_000C,TELEVISION_a47f_0419,MTV
TELEVISION_OPT_cae8_000D,TELEVISION_a47f_0419,TBS
TELEVISION_OPT_37e1_000A,TELEVISION_91e8_0420,"Tina Yothers"
TELEVISION_OPT_2867_000B,TELEVISION_91e8_0420,"Tracy Pollan"
TELEVISION_OPT_db7a_000C,TELEVISION_91e8_0420,"Courtney Cox"
TELEVISION_OPT_1889_000D,TELEVISION_91e8_0420,"Justine Bateman"
TELEVISION_OPT_efbf_000A,TELEVISION_7ca4_0421,"Skippy Handleman"
TELEVISION_OPT_3536_000B,TELEVISION_7ca4_0421,"Darren Harley"
TELEVISION_OPT_2b29_000C,TELEVISION_7ca4_0421,"Johnny Peterson"
TELEVISION_OPT_8127_000D,TELEVISION_7ca4_0421,"Nick Moore"
TELEVISION_OPT_d25c_000A,TELEVISION_6a78_0422,True
TELEVISION_OPT_16cb_000B,TELEVISION_6a78_0422,False
TELEVISION_OPT_f742_000A,TELEVISION_74f4_0423,1982
TELEVISION_OPT_f6cb_000B,TELEVISION_74f4_0423,1985
TELEVISION_OPT_390c_000C,TELEVISION_74f4_0423,1984
TELEVISION_OPT_a4a8_000D,TELEVISION_74f4_0423,1983
TELEVISION_OPT_e5a8_000A,TELEVISION_183f_0424,"Woodstock, New York"
TELEVISION_OPT_11ea_000B,TELEVISION_183f_0424,"Columbus, Ohio"
TELEVISION_OPT_163d_000C,TELEVISION_183f_0424,"Los Angeles"
TELEVISION_OPT_8ff4_000D,TELEVISION_183f_0424,"San Francisco"
TELEVISION_OPT_a10b_000A,TELEVISION_27c6_0425,No
TELEVISION_OPT_79c1_000B,TELEVISION_27c6_0425,Yes
TELEVISION_OPT_e8d9_000A,TELEVISION_c8ea_0426,"Without Us"
TELEVISION_OPT_e6be_000B,TELEVISION_c8ea_0426,Woodstock
TELEVISION_OPT_bb2a_000C,TELEVISION_c8ea_0426,"Family Ties"
TELEVISION_OPT_f5f9_000D,TELEVISION_c8ea_0426,"He aint Heavy, Hes my brother"
TELEVISION_OPT_d145_000A,TELEVISION_520c_0427,"John Flynn"
TELEVISION_OPT_e7c1_000B,TELEVISION_520c_0427,"Billy Smith"
TELEVISION_OPT_b738_000C,TELEVISION_520c_0427,"Nick Moore"
TELEVISION_OPT_5c6e_000D,TELEVISION_520c_0427,"Snake Rogers"
TELEVISION_OPT_9ff2_000A,TELEVISION_1ea6_0428,"Politics in Ohio"
TELEVISION_OPT_78f4_000B,TELEVISION_1ea6_0428,"Wall Street Week"
TELEVISION_OPT_8fec_000C,TELEVISION_1ea6_0428,"How to make a million dollars before the age of 18"
TELEVISION_OPT_96e3_000D,TELEVISION_1ea6_0428,Money
TELEVISION_OPT_be40_000A,TELEVISION_0dac_0429,"Abby Mills"
TELEVISION_OPT_4bca_000B,TELEVISION_0dac_0429,"Judith Light"
TELEVISION_OPT_c13b_000C,TELEVISION_0dac_0429,"Meredith Baxter-Birney"
TELEVISION_OPT_5ec6_000D,TELEVISION_0dac_0429,"Valerie Harper"
TELEVISION_OPT_edb0_000A,TELEVISION_2452_0430,1990
TELEVISION_OPT_6284_000B,TELEVISION_2452_0430,1989
TELEVISION_OPT_0af8_000C,TELEVISION_2452_0430,1991
TELEVISION_OPT_ae29_000D,TELEVISION_2452_0430,1987
TELEVISION_OPT_975f_000A,TELEVISION_d0d5_0431,"All in the Family"
TELEVISION_OPT_61f8_000B,TELEVISION_d0d5_0431,"The Waltons"
TELEVISION_OPT_803a_000C,TELEVISION_d0d5_0431,"Get Smart"
TELEVISION_OPT_6629_000D,TELEVISION_d0d5_0431,"James at Sixteen"
TELEVISION_OPT_a06b_000A,TELEVISION_9fe4_0432,False
TELEVISION_OPT_308c_000B,TELEVISION_9fe4_0432,True
TELEVISION_OPT_eafb_000A,TELEVISION_0e75_0433,"Mork and Mindy"
TELEVISION_OPT_890f_000B,TELEVISION_0e75_0433,"Threes company"
TELEVISION_OPT_bb15_000C,TELEVISION_0e75_0433,"Laverne and Shirley"
TELEVISION_OPT_39f2_000D,TELEVISION_0e75_0433,"Happy Days"
TELEVISION_OPT_6c4a_000A,TELEVISION_cf48_0434,"Happy Days"
TELEVISION_OPT_d21b_000B,TELEVISION_cf48_0434,"Charlies Angels"
TELEVISION_OPT_82b4_000C,TELEVISION_cf48_0434,"Star Trek"
TELEVISION_OPT_a8b3_000D,TELEVISION_cf48_0434,"The Dukes of Hazzard"
TELEVISION_OPT_56e2_000A,TELEVISION_1b7e_0435,False
TELEVISION_OPT_f36b_000B,TELEVISION_1b7e_0435,True
TELEVISION_OPT_109c_000A,TELEVISION_548b_0436,Yes
TELEVISION_OPT_3bce_000B,TELEVISION_548b_0436,No
TELEVISION_OPT_31be_000A,TELEVISION_f3d2_0437,False
TELEVISION_OPT_6413_000B,TELEVISION_f3d2_0437,True
TELEVISION_OPT_fc3a_000A,TELEVISION_0d03_0438,ALF
TELEVISION_OPT_7e35_000B,TELEVISION_0d03_0438,"Mr. Belvedere"
TELEVISION_OPT_777e_000C,TELEVISION_0d03_0438,"Growing Pains"
TELEVISION_OPT_8b3f_000D,TELEVISION_0d03_0438,"Married.. With Children"
TELEVISION_OPT_adf2_000A,TELEVISION_3f47_0439,"Family Ties"
TELEVISION_OPT_f7b9_000B,TELEVISION_3f47_0439,Cheers
TELEVISION_OPT_4761_000C,TELEVISION_3f47_0439,"Whos the Boss?"
TELEVISION_OPT_5eed_000D,TELEVISION_3f47_0439,"Charles in Charge"
TELEVISION_OPT_2ddb_000A,TELEVISION_6de1_0440,"All in the Family"
TELEVISION_OPT_0789_000B,TELEVISION_6de1_0440,"The Jeffersons"
TELEVISION_OPT_4cc8_000C,TELEVISION_6de1_0440,"The Bob Newhart Show"
TELEVISION_OPT_e8fc_000D,TELEVISION_6de1_0440,"Doogie Howser, M.D."
TELEVISION_OPT_0c93_000A,TELEVISION_2615_0441,"Quantum Leap"
TELEVISION_OPT_4aad_000B,TELEVISION_2615_0441,"Time Bandits"
TELEVISION_OPT_8a9c_000C,TELEVISION_2615_0441,"The X-Files"
TELEVISION_OPT_3256_000D,TELEVISION_2615_0441,"Star Trek"
TELEVISION_OPT_f5a1_000A,TELEVISION_7fbd_0442,Futurama
TELEVISION_OPT_c9f9_000B,TELEVISION_7fbd_0442,"Star Trek"
TELEVISION_OPT_c6ac_000C,TELEVISION_7fbd_0442,Enterprise
TELEVISION_OPT_b0af_000D,TELEVISION_7fbd_0442,"Lost in Space"
TELEVISION_OPT_0d1c_000A,TELEVISION_c5eb_0443,"Gates McFadden"
TELEVISION_OPT_f010_000B,TELEVISION_c5eb_0443,"LeVar Burton"
TELEVISION_OPT_2440_000C,TELEVISION_c5eb_0443,"Denise Crosby"
TELEVISION_OPT_4c3a_000D,TELEVISION_c5eb_0443,"Marina Sirtis"
TELEVISION_OPT_7930_000A,TELEVISION_380e_0444,"Doogie Howser, M.D."
TELEVISION_OPT_4268_000B,TELEVISION_380e_0444,Frasier
TELEVISION_OPT_d9c7_000C,TELEVISION_380e_0444,Quincy
TELEVISION_OPT_17f6_000D,TELEVISION_380e_0444,Crypt
TELEVISION_OPT_254f_000A,TELEVISION_00c4_0445,"Dr. Leonard McCoy"
TELEVISION_OPT_d1c7_000B,TELEVISION_00c4_0445,"Dr. Barbara Crusher"
TELEVISION_OPT_1fac_000C,TELEVISION_00c4_0445,"Dr. Frasier Crane"
TELEVISION_OPT_97e2_000D,TELEVISION_00c4_0445,"Dr. Spock"
TELEVISION_OPT_d670_000A,TELEVISION_5724_0446,"Dr. Mick"
TELEVISION_OPT_2471_000B,TELEVISION_5724_0446,"Dr. T"
TELEVISION_OPT_6bfa_000C,TELEVISION_5724_0446,"Dr. Mike"
TELEVISION_OPT_a84d_000D,TELEVISION_5724_0446,"Dr. Q"
TELEVISION_OPT_983c_000A,TELEVISION_f201_0447,"Quantum Leap"
TELEVISION_OPT_314b_000B,TELEVISION_f201_0447,"Stargate SG-1"
TELEVISION_OPT_4570_000C,TELEVISION_f201_0447,Starman
TELEVISION_OPT_8b81_000D,TELEVISION_f201_0447,"Star Trek"
TELEVISION_OPT_d9ff_000A,TELEVISION_dc11_0448,"Lost in Space"
TELEVISION_OPT_8be3_000B,TELEVISION_dc11_0448,"Family Guy"
TELEVISION_OPT_b762_000C,TELEVISION_dc11_0448,"The Simpsons"
TELEVISION_OPT_2b72_000D,TELEVISION_dc11_0448,Futurama
TELEVISION_OPT_091d_000A,TELEVISION_5c28_0449,"Frank Cady"
TELEVISION_OPT_96a1_000B,TELEVISION_5c28_0449,"Arnold Haney"
TELEVISION_OPT_e1a1_000C,TELEVISION_5c28_0449,"Ed Carson"
TELEVISION_OPT_5200_000D,TELEVISION_5c28_0449,"Frank Douglas"
TELEVISION_OPT_2980_000A,TELEVISION_c49b_0450,"Jesse Katsopolis"
TELEVISION_OPT_cd54_000B,TELEVISION_c49b_0450,"Bob Saget"
TELEVISION_OPT_0bc0_000C,TELEVISION_c49b_0450,"Joey Gladstone"
TELEVISION_OPT_f655_000D,TELEVISION_c49b_0450,"John Stamos"
TELEVISION_OPT_1691_000A,TELEVISION_144d_0451,"Jack Klugman"
TELEVISION_OPT_60f3_000B,TELEVISION_144d_0451,"Oscar Madison"
TELEVISION_OPT_0344_000C,TELEVISION_144d_0451,"Tony Randall"
TELEVISION_OPT_52b0_000D,TELEVISION_144d_0451,"James Garner"
TELEVISION_OPT_925d_000A,TELEVISION_f895_0452,True
TELEVISION_OPT_5bb4_000B,TELEVISION_f895_0452,False
TELEVISION_OPT_c1ee_000A,TELEVISION_5e96_0453,"Telma Hopkins"
TELEVISION_OPT_41ae_000B,TELEVISION_5e96_0453,"Tom Hanks"
TELEVISION_OPT_344b_000C,TELEVISION_5e96_0453,"Jaleel White"
TELEVISION_OPT_d2cb_000D,TELEVISION_5e96_0453,"Donna Dixin"
TELEVISION_OPT_7d0b_000A,TELEVISION_b6a1_0454,"Kelsey Grammer"
TELEVISION_OPT_9af3_000B,TELEVISION_b6a1_0454,"Ted Danson"
TELEVISION_OPT_5deb_000C,TELEVISION_b6a1_0454,"George Wendt"
TELEVISION_OPT_8b55_000D,TELEVISION_b6a1_0454,"John Mahoney"
TELEVISION_OPT_90a0_000A,TELEVISION_3f0c_0455,"The Odd Couple/MASH"
TELEVISION_OPT_5371_000B,TELEVISION_3f0c_0455,"MASH/Hello Larry"
TELEVISION_OPT_b246_000C,TELEVISION_3f0c_0455,"MASH/After MASH"
TELEVISION_OPT_3e84_000D,TELEVISION_3f0c_0455,"Hello Larry/The Odd Couple"
TELEVISION_OPT_33ec_000A,TELEVISION_7ae5_0456,"Tom Posten"
TELEVISION_OPT_7ada_000B,TELEVISION_7ae5_0456,"Michael Desmond"
TELEVISION_OPT_a2b7_000C,TELEVISION_7ae5_0456,"Peter Scolari"
TELEVISION_OPT_53ca_000D,TELEVISION_7ae5_0456,"Bob Newhart"
TELEVISION_OPT_5be4_000A,TELEVISION_3432_0457,"The Jetsons"
TELEVISION_OPT_5cb5_000B,TELEVISION_3432_0457,"King of the Hill"
TELEVISION_OPT_7ba3_000C,TELEVISION_3432_0457,"Fox Trot"
TELEVISION_OPT_b746_000D,TELEVISION_3432_0457,"The Flintstones"
TELEVISION_OPT_24c5_000A,TELEVISION_bb50_0458,"Family Guy"
TELEVISION_OPT_3064_000B,TELEVISION_bb50_0458,"The Simpsons"
TELEVISION_OPT_0b49_000C,TELEVISION_bb50_0458,"SpongeBob SquarePants"
TELEVISION_OPT_105c_000D,TELEVISION_bb50_0458,"The Jetsons"
TELEVISION_OPT_28d7_000A,TELEVISION_fe31_0459,"The Saint"
TELEVISION_OPT_a557_000B,TELEVISION_fe31_0459,"The Tick"
TELEVISION_OPT_2457_000C,TELEVISION_fe31_0459,"Speed Racer"
TELEVISION_OPT_2ed8_000D,TELEVISION_fe31_0459,"Speed Bump"
TELEVISION_OPT_66f2_000A,TELEVISION_6d78_0460,Heathcliff
TELEVISION_OPT_38f4_000B,TELEVISION_6d78_0460,"Fred Basset"
TELEVISION_OPT_6630_000C,TELEVISION_6d78_0460,"King of the Hill"
TELEVISION_OPT_4558_000D,TELEVISION_6d78_0460,"The Simpsons"
TELEVISION_OPT_fc30_000A,TELEVISION_6d5e_0461,"The Simpsons"
TELEVISION_OPT_4e09_000B,TELEVISION_6d5e_0461,"King of the HIll"
TELEVISION_OPT_f62b_000C,TELEVISION_6d5e_0461,"Family Guy"
TELEVISION_OPT_6e73_000D,TELEVISION_6d5e_0461,"American Dad"
TELEVISION_OPT_0ac6_000A,TELEVISION_5d8b_0462,"The Jetsons"
TELEVISION_OPT_a004_000B,TELEVISION_5d8b_0462,"Speed Racer"
TELEVISION_OPT_8238_000C,TELEVISION_5d8b_0462,"American Dad"
TELEVISION_OPT_b8ee_000D,TELEVISION_5d8b_0462,"Family Guy"
TELEVISION_OPT_52e1_000A,TELEVISION_1647_0463,"Spongebob Squarepants"
TELEVISION_OPT_2ac5_000B,TELEVISION_1647_0463,"The Tick"
TELEVISION_OPT_e1f3_000C,TELEVISION_1647_0463,"King of the Hill"
TELEVISION_OPT_67fe_000D,TELEVISION_1647_0463,"Jonny Quest"
TELEVISION_OPT_8032_000A,TELEVISION_4cc5_0464,"American Dad"
TELEVISION_OPT_1393_000B,TELEVISION_4cc5_0464,"King of the Hill"
TELEVISION_OPT_95fa_000C,TELEVISION_4cc5_0464,"Speed Racer"
TELEVISION_OPT_b1c5_000D,TELEVISION_4cc5_0464,"Family Guy"
TELEVISION_OPT_07ef_000A,TELEVISION_b6d5_0465,"Family Guy"
TELEVISION_OPT_75ec_000B,TELEVISION_b6d5_0465,"Speed Racer"
TELEVISION_OPT_bc29_000C,TELEVISION_b6d5_0465,"Jonny Quest"
TELEVISION_OPT_01c0_000D,TELEVISION_b6d5_0465,"The Tick"
TELEVISION_OPT_ff70_000A,TELEVISION_6280_0466,"Family Guy"
TELEVISION_OPT_d6b0_000B,TELEVISION_6280_0466,"The Flintstones"
TELEVISION_OPT_545c_000C,TELEVISION_6280_0466,"The Jetsons"
TELEVISION_OPT_7f76_000D,TELEVISION_6280_0466,"American Dad"
TELEVISION_OPT_0b51_000A,TELEVISION_f433_0467,"The Freemasons"
TELEVISION_OPT_4636_000B,TELEVISION_f433_0467,"The No Homers Club"
TELEVISION_OPT_265f_000C,TELEVISION_f433_0467,"Barneys Beer Drinkers"
TELEVISION_OPT_60d3_000D,TELEVISION_f433_0467,"The Stonecutters"
TELEVISION_OPT_9df7_000A,TELEVISION_5d65_0468,True
TELEVISION_OPT_3f78_000B,TELEVISION_5d65_0468,False
TELEVISION_OPT_9bfe_000A,TELEVISION_8278_0469,"Barbershop music"
TELEVISION_OPT_953f_000B,TELEVISION_8278_0469,Rock
TELEVISION_OPT_4c95_000C,TELEVISION_8278_0469,Reggae
TELEVISION_OPT_8dd6_000D,TELEVISION_8278_0469,"Capella music"
TELEVISION_OPT_b31f_000A,TELEVISION_d536_0470,Otto
TELEVISION_OPT_5747_000B,TELEVISION_d536_0470,"Mr. Burns"
TELEVISION_OPT_daac_000C,TELEVISION_d536_0470,Homer
